356.4456215,385.3772423,3
346.3103751,351.6553793,3
351.7370737,351.2420656,3
341.7588795,367.9720034,3
359.4452921,378.3910141,3
345.4536849,374.6652602,3
356.1120893,346.2535056,3
348.0478958,373.7710798,3
357.9055134,367.9990599,3
358.3002564,360.6042913,3
553.1271145,370.0186701,2
553.470581,381.540171,2
538.002537,376.1814673,2
550.4260997,379.9503368,2
529.1118296,348.1043099,2
531.2263562,378.80676,2
523.0933833,374.4288937,2
543.1936708,376.062055,2
558.8020713,374.1381453,2
531.9494419,353.8134949,2
548.3716085,359.4909985,2
533.107578,345.4173661,2
545.3239711,364.4279662,2
539.4889641,347.3032892,2
544.1785807,378.2053165,2
549.8222913,355.0871695,2
522.6792078,360.4634764,2
545.1281317,357.9639505,2
527.7482922,349.4457803,2
558.2825326,377.4801382,2
539.8927095,365.4740038,2
522.8065511,366.1864602,2
522.9264558,356.3461275,2
555.4272103,352.8129957,2
523.3381115,355.3184029,2
510.4551697,172.0037486,1
477.0463037,145.9050159,1
436.5095563,155.2636146,1
429.3054576,161.9134492,1
432.5635506,156.4634888,1
495.025023,170.7443946,1
436.9286328,175.6291611,1
421.3500674,174.9279934,1
550.073371,206.9613641,1
477.2596054,149.0875246,1
419.1369111,174.0631575,1
464.3415871,156.3526678,1
369.01,197.1316787,1
480.2244366,163.4441457,1
394.3034773,174.7860863,1
458.9175635,165.0235351,1
454.5650495,155.3383383,1
445.709846,169.0391992,1
430.6496683,153.0423677,1
442.6237838,154.7933935,1
530.6671134,198.9472814,1
353.0005405,203.2479945,1
502.1646182,184.6330408,1
416.5678688,176.9036521,1
429.9537616,181.8137038,1
399.7243482,179.5548097,1
526.1142177,195.2486169,1
505.9156296,168.8766845,1
455.9748542,176.3920937,1
459.7845221,153.1709822,1
405.0283188,158.3831701,1
406.0724986,158.5134494,1
428.9323282,173.8293232,1
508.9598291,185.5938068,1
392.8882838,183.7628375,1
485.2674801,186.0185099,1
507.1250866,165.1945736,1
480.5368763,184.9625149,1
462.9687855,155.4852211,1
430.1901908,176.0219342,1
397.3228979,175.7295782,1
477.9753225,184.6428668,1
447.129079,150.7573122,1
476.254493,173.1014473,1
482.2759777,166.7844812,1
370.6615667,183.0948075,1
452.6853515,172.6978903,1
391.3821767,179.16282,1
359.9512258,202.0236941,1
428.9049629,179.6761914,1
370.7763764,183.0928751,1
499.0667899,157.0638155,1
404.649148,184.2538839,1
423.5206879,181.6594215,1
462.0728609,173.9807951,1
462.6748393,170.6474521,1
482.835953,181.6792148,1
467.8607025,183.7156713,1
400.1584574,160.1475973,1
452.643927,174.8813979,1
351.0758751,208.0103092,1
537.4584842,203.3513542,1
444.6670597,156.3319456,1
510.831944,191.7774718,1
457.9369222,141.7623939,1
414.2760183,183.2474742,1
429.4366342,167.5808848,1
439.9245368,148.761343,1
471.493867,167.9181602,1
392.9558161,164.2553552,1
274.758163,160.5214347,0
593.0916721,122.1800583,0
301.6360272,415.9471791,0
310.3190094,117.0368844,0
410.4043882,72.8501712,0
578.4203382,99.4826133,0
638.8009464,358.7958161,0
564.0098839,105.3476718,0
533.4633048,470.6947074,0
618.2172845,160.8936785,0
483.4649725,73.4143683,0
541.3772365,475.0378796,0
409.2245521,60.9268921,0
428.6327393,484.6734093,0
500.5779851,477.1779554,0
444.2248114,495.1384184,0
309.0861057,424.6202233,0
402.3289743,475.8336116,0
646.7426397,176.6293255,0
259.0263525,172.2681745,0
660.5286922,248.9618036,0
333.2216773,456.5977309,0
646.2147938,327.3889481,0
461.5119302,491.7228204,0
230.6363833,285.6886744,0
618.7142388,162.7922363,0
646.9441683,179.4527648,0
518.7617587,475.3158784,0
663.5510125,281.099082,0
553.1803859,449.3518146,0
659.5850838,324.9024903,0
566.8672581,466.4460031,0
360.2758743,347.6743661,3
639.036877,155.2885839,0
478.312769,67.4131784,0
550.7103654,475.6276184,0
232.7922916,248.1420794,0
341.1938212,85.0504784,0
298.0562231,416.2324299,0
389.7173762,69.2411503,0
379.9771344,479.192442,0
367.3884758,85.635913,0
422.7737004,69.5880703,0
666.9344691,329.8645113,0
574.9116058,452.3704848,0
264.5616545,156.147645,0
643.2972281,201.367202,0
555.048039,457.8163766,0
613.0195518,405.0845038,0
250.4148989,233.0888137,0
588.3728691,100.1622908,0
650.8071182,332.0617363,0
545.3469616,478.2731986,0
532.5718801,80.4276559,0
484.2629923,63.0726178,0
422.0058284,479.5519161,0
669.9234643,309.1317664,0
318.6102838,456.2597589,0
674.8607035,274.6654372,0
333.614292,90.4372174,0
366.5233847,462.6052083,0
295.0967556,421.2457889,0
632.0881226,185.3834003,0
464.378316,68.5890252,0
630.27602,178.5917133,0
407.4454151,63.7129681,0
546.0227109,465.4143802,0
364.5048092,71.9392886,0
309.7851464,107.8188774,0
487.4332964,496.2433192,0
318.564784,111.2516731,0
572.7970668,438.5228263,0
498.7226715,479.7199202,0
362.8836631,381.4228374,3
640.0670437,194.6723916,0
465.6338864,485.696263,0
312.8114105,121.9357386,0
286.0132761,142.4192007,0
643.8146371,183.8979448,0
470.7616757,52.3986207,0
451.7880828,497.5502088,0
323.3287084,111.2558081,0
362.9249272,377.9888853,3
367.7602658,462.7329019,0
418.3927485,492.7565327,0
305.4501034,431.1412558,0
318.6202277,456.3901503,0
337.3701298,460.6424409,0
241.6691589,337.3658683,0
239.6817984,219.6518218,0
486.2799598,157.9382317,1
374.4750739,378.1351562,3
488.137451,478.2104029,0
270.578238,177.080351,0
559.6832106,98.8925277,0
612.32238,398.0766993,0
608.4375521,425.6349401,0
343.9244982,85.0000598,0
327.4551912,459.9007563,0
660.9020625,223.9464096,0
615.4896044,401.2143083,0
553.1221664,471.2692847,0
493.2715142,483.2245901,0
419.5868862,487.9075707,0
348.7849596,96.5647994,0
267.0152356,362.4761821,0
236.6083165,324.9211922,0
369.5498373,471.8874057,0
292.2613584,416.2574427,0
480.5958854,62.7824137,0
361.9072064,463.9378767,0
613.2710018,121.5970165,0
527.5981534,466.5622245,0
231.5767792,232.9491252,0
246.6506592,207.3927865,0
393.449706,73.0098361,0
253.1361336,362.3467099,0
499.5074619,70.2731963,0
266.9040274,400.1361206,0
257.4410718,186.4906425,0
260.1876313,197.4098156,0
292.7567104,144.4255201,0
418.8393797,483.9267759,0
584.1505351,111.3773079,0
659.5186845,295.2164566,0
561.3272732,81.4953385,0
481.5416546,73.1717421,0
475.6613619,497.7719977,0
656.8630847,358.2643679,0
281.2268947,409.285229,0
240.5871631,257.2917618,0
311.1007764,101.5351955,0
563.543913,444.2359359,0
452.978999,493.5796139,0
449.2993314,496.3374981,0
636.7117192,360.184495,0
463.1733476,495.007,0
434.7563838,487.9606285,0
641.3152345,376.8605122,0
553.1345722,469.9283781,0
317.5105702,99.3639043,0
489.878021,495.7149648,0
520.2411952,69.1560878,0
545.1212363,465.1761969,0
614.3397894,150.7316895,0
456.1854166,488.778802,0
449.4524551,493.9389864,0
310.5330573,112.3428908,0
238.9973007,229.5488057,0
581.4597316,100.7945937,0
240.6320645,308.5443195,0
650.4781358,312.2079161,0
373.712632,71.5137764,0
602.4101584,437.2873397,0
536.8045516,88.3790495,0
413.8626567,63.7702879,0
286.5396351,401.6706478,0
606.014977,424.6164862,0
255.8412557,376.7753296,0
228.2908393,305.5067352,0
634.9905369,158.8734455,0
616.1521275,399.3048554,0
380.3735885,64.6076519,0
602.0419546,416.8973273,0
543.3636666,82.0416235,0
664.6930809,258.1559821,0
248.8934041,368.4831182,0
650.4891223,203.9622198,0
364.2455057,359.291858,3
272.6495458,167.8694561,0
547.2090941,74.1006852,0
533.8397863,68.2355518,0
590.9844544,442.4151662,0
397.6359532,70.7872548,0
265.8520532,176.3201918,0
590.8582535,431.9298661,0
271.4433509,401.6582331,0
661.1215122,329.5021514,0
650.6321279,366.1008165,0
527.2160363,81.7286417,0
336.3488866,454.0100647,0
288.1359398,131.2904184,0
314.5674312,114.6711294,0
